3087.0,102.0,5.0,1.0,1.0,4.0,5.0,2.0,2.0
3087.0,102.0,5.0,1.0,2.0,4.0,5.0,3.0,4.0
3308.0,304.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0
3308.0,304.0,5.0,1.0,2.0,3.0,1.0,3.0,2.0
1545.0,343.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0
1545.0,343.0,0.0,0.0,2.0,5.0,1.0,5.0,5.0
5339.0,271.0,5.0,1.0,1.0,4.0,1.0,2.0,2.0
5339.0,271.0,5.0,1.0,2.0,4.0,1.0,3.0,4.0
1572.0,194.0,10.0,1.0,1.0,4.0,4.0,1.0,4.0
1572.0,194.0,10.0,1.0,2.0,5.0,4.0,1.0,2.0
4914.0,256.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0
4914.0,256.0,0.0,0.0,2.0,4.0,1.0,4.0,5.0
3244.0,122.0,7.0,1.0,1.0,3.0,5.0,3.0,4.0
3244.0,122.0,7.0,1.0,2.0,3.0,4.0,3.0,4.0
52.0,338.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0
52.0,338.0,2.0,1.0,2.0,5.0,1.0,4.0,4.0
3502.0,238.0,0.0,0.0,1.0,3.0,2.0,4.0,5.0
3502.0,238.0,0.0,0.0,2.0,4.0,2.0,5.0,5.0
5448.0,172.0,0.0,0.0,1.0,2.0,4.0,5.0,5.0
5448.0,172.0,0.0,0.0,2.0,4.0,4.0,5.0,5.0
1722.0,122.0,5.0,1.0,1.0,4.0,4.0,3.0,4.0
1722.0,122.0,5.0,1.0,2.0,5.0,5.0,3.0,4.0
5063.0,238.0,8.0,1.0,1.0,2.0,2.0,1.0,4.0
5063.0,238.0,8.0,1.0,2.0,4.0,2.0,2.0,4.0
1003.0,315.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0
1003.0,315.0,1.0,1.0,2.0,5.0,1.0,4.0,4.0
1008.0,234.0,0.0,0.0,1.0,5.0,2.0,4.0,5.0
1008.0,234.0,0.0,0.0,2.0,5.0,2.0,4.0,5.0
3990.0,263.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0
3990.0,263.0,5.0,1.0,2.0,3.0,1.0,4.0,4.0
3105.0,241.0,10.0,1.0,1.0,3.0,2.0,1.0,4.0
3105.0,241.0,10.0,1.0,2.0,3.0,2.0,1.0,2.0
3021.0,219.0,0.0,0.0,1.0,5.0,2.0,5.0,5.0
3021.0,219.0,0.0,0.0,2.0,4.0,3.0,5.0,5.0
5848.0,91.0,0.0,0.0,1.0,3.0,3.0,5.0,5.0
5848.0,91.0,0.0,0.0,2.0,3.0,5.0,5.0,5.0
3454.0,143.0,0.0,0.0,1.0,2.0,5.0,4.0,5.0
3454.0,143.0,0.0,0.0,2.0,4.0,5.0,4.0,5.0
2880.0,272.0,0.0,0.0,1.0,3.0,1.0,5.0,5.0
2880.0,272.0,0.0,0.0,2.0,5.0,1.0,4.0,5.0
623.0,305.0,0.0,0.0,1.0,4.0,1.0,5.0,5.0
623.0,305.0,0.0,0.0,2.0,5.0,1.0,4.0,5.0
4404.0,209.0,0.0,0.0,1.0,4.0,3.0,5.0,5.0
4404.0,209.0,0.0,0.0,2.0,3.0,3.0,4.0,5.0
739.0,270.0,0.0,0.0,1.0,4.0,1.0,5.0,5.0
739.0,270.0,0.0,0.0,2.0,5.0,1.0,5.0,5.0
4086.0,274.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0
4086.0,274.0,0.0,0.0,2.0,4.0,1.0,5.0,5.0
2946.0,334.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0
2946.0,334.0,0.0,0.0,2.0,5.0,1.0,5.0,5.0
1351.0,347.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0
1351.0,347.0,0.0,0.0,2.0,5.0,1.0,5.0,5.0
1607.0,298.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0
1607.0,298.0,0.0,0.0,2.0,4.0,1.0,4.0,5.0
4032.0,194.0,5.0,1.0,1.0,3.0,3.0,4.0,4.0
4032.0,194.0,5.0,1.0,2.0,4.0,4.0,3.0,4.0
1929.0,278.0,0.0,0.0,1.0,3.0,1.0,4.0,5.0
1929.0,278.0,0.0,0.0,2.0,5.0,1.0,4.0,5.0
5862.0,286.0,5.0,1.0,1.0,2.0,1.0,4.0,4.0
5862.0,286.0,5.0,1.0,2.0,3.0,1.0,2.0,4.0
4294.0,303.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0
4294.0,303.0,0.0,0.0,2.0,4.0,1.0,5.0,5.0
3014.0,113.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0
3014.0,113.0,0.0,0.0,2.0,3.0,4.0,5.0,5.0
3177.0,182.0,10.0,1.0,1.0,5.0,4.0,1.0,4.0
3177.0,182.0,10.0,1.0,2.0,4.0,4.0,1.0,2.0
274.0,223.0,10.0,1.0,1.0,5.0,2.0,1.0,2.0
274.0,223.0,10.0,1.0,2.0,5.0,2.0,1.0,2.0
5479.0,80.0,8.0,1.0,1.0,3.0,4.0,2.0,2.0
5479.0,80.0,8.0,1.0,2.0,4.0,4.0,2.0,2.0
3101.0,192.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0
3101.0,192.0,0.0,0.0,2.0,4.0,4.0,5.0,5.0
4901.0,177.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0
4901.0,177.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0
4029.0,332.0,5.0,1.0,1.0,4.0,1.0,2.0,4.0
4029.0,332.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0
2534.0,262.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0
2534.0,262.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0
2759.0,209.0,0.0,0.0,1.0,4.0,3.0,4.0,5.0
2759.0,209.0,0.0,0.0,2.0,4.0,3.0,5.0,5.0
1046.0,298.0,2.0,1.0,1.0,5.0,1.0,3.0,4.0
